scan_id,status,model_name,cwes,total_findings,confirmed_vulns,false_positives,failed,total_cost_usd,duration_s,start_time,end_time
711c4fa4-fb07-427e-a7d3-f9511ed1a325,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,0.267733,2026-03-08T19:40:26.268308,2026-03-08T19:40:26.536041
32e141a8-bf06-473a-9b13-0f73d71eaf6c,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,0.258531,2026-03-08T19:46:37.309259,2026-03-08T19:46:37.567790
aa5c98b5-aeca-4c0d-91eb-3b06bf8e6d2c,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,0.048251,2026-03-08T19:47:38.947228,2026-03-08T19:47:38.995479
51bd36ab-8bfd-496e-acec-6b38b242e5ea,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,123.947184,2026-03-08T20:01:28.081677,2026-03-08T20:03:32.028861
4f1b76e0-a973-40a6-a639-0e332253820c,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,217.251613,2026-03-08T20:09:56.866168,2026-03-08T20:13:34.117781
97e74c87-23ac-4b6f-a9f6-767ec2252b26,completed,openai/gpt-4o,"CWE-89,CWE-90,CWE-91,CWE-93,CWE-94,CWE-95,CWE-96,CWE-97,CWE-98,CWE-99,CWE-113,CWE-116,CWE-470,CWE-917,CWE-287,CWE-288,CWE-306,CWE-307,CWE-798,CWE-259,CWE-321,CWE-522,CWE-620,CWE-384,CWE-285,CWE-639,CWE-311,CWE-312,CWE-319,CWE-326,CWE-327,CWE-329,CWE-330,CWE-331,CWE-335,CWE-338,CWE-79,CWE-80,CWE-81,CWE-83,CWE-87,CWE-22,CWE-23,CWE-35,CWE-36,CWE-73,CWE-98,CWE-641,CWE-352,CWE-200,CWE-201,CWE-203,CWE-209,CWE-211,CWE-212,CWE-213,CWE-215,CWE-532,CWE-548,CWE-285,CWE-639,CWE-425,CWE-639,CWE-362,CWE-367,CWE-119,CWE-120,CWE-121,CWE-122,CWE-125,CWE-190,CWE-191,CWE-416,CWE-476,CWE-787,CWE-824,CWE-77,CWE-78,CWE-502,CWE-918,CWE-601,CWE-16,CWE-2,CWE-1004,CWE-1007,CWE-1076,CWE-1104,CWE-1173,CWE-434,CWE-494,CWE-829,CWE-444,CWE-20,CWE-74,CWE-1059,CWE-1064,CWE-1109,CWE-1191,CWE-489,CWE-530,CWE-749,CWE-780,CWE-927,CWE-939,CWE-940,CWE-941,CWE-942,CWE-943,CWE-400,CWE-405,CWE-406,CWE-407,CWE-412,CWE-413,CWE-414,CWE-415,CWE-770,CWE-771,CWE-772,CWE-773,CWE-774,CWE-775,CWE-776,CWE-789,CWE-835",0,0,0,0,0.0,513.545936,2026-03-08T20:44:58.384137,2026-03-08T20:53:31.930073
bdde522b-0a8d-4a59-bb10-cc1fb6223858,completed,openai/gpt-4o,"CWE-89,CWE-90,CWE-91,CWE-93,CWE-94,CWE-95,CWE-96,CWE-97,CWE-98,CWE-99,CWE-113,CWE-116,CWE-470,CWE-917,CWE-287,CWE-288,CWE-306,CWE-307,CWE-798,CWE-259,CWE-321,CWE-522,CWE-620,CWE-384,CWE-285,CWE-639,CWE-311,CWE-312,CWE-319,CWE-326,CWE-327,CWE-329,CWE-330,CWE-331,CWE-335,CWE-338,CWE-79,CWE-80,CWE-81,CWE-83,CWE-87,CWE-22,CWE-23,CWE-35,CWE-36,CWE-73,CWE-98,CWE-641,CWE-352,CWE-200,CWE-201,CWE-203,CWE-209,CWE-211,CWE-212,CWE-213,CWE-215,CWE-532,CWE-548,CWE-285,CWE-639,CWE-425,CWE-639,CWE-362,CWE-367,CWE-119,CWE-120,CWE-121,CWE-122,CWE-125,CWE-190,CWE-191,CWE-416,CWE-476,CWE-787,CWE-824,CWE-77,CWE-78,CWE-502,CWE-918,CWE-601,CWE-16,CWE-2,CWE-1004,CWE-1007,CWE-1076,CWE-1104,CWE-1173,CWE-434,CWE-494,CWE-829,CWE-444,CWE-20,CWE-74,CWE-1059,CWE-1064,CWE-1109,CWE-1191,CWE-489,CWE-530,CWE-749,CWE-780,CWE-927,CWE-939,CWE-940,CWE-941,CWE-942,CWE-943,CWE-400,CWE-405,CWE-406,CWE-407,CWE-412,CWE-413,CWE-414,CWE-415,CWE-770,CWE-771,CWE-772,CWE-773,CWE-774,CWE-775,CWE-776,CWE-789,CWE-835",0,0,0,0,0.0,1155.96846,2026-03-08T20:59:42.671084,2026-03-08T21:18:58.639544
ba25f64d-77d2-440f-97bd-3267abbff3ea,investigating,openai/gpt-4o,"CWE-89,CWE-90,CWE-91,CWE-93,CWE-94,CWE-95,CWE-96,CWE-97,CWE-98,CWE-99,CWE-113,CWE-116,CWE-470,CWE-917,CWE-287,CWE-288,CWE-306,CWE-307,CWE-798,CWE-259,CWE-321,CWE-522,CWE-620,CWE-384,CWE-285,CWE-639,CWE-311,CWE-312,CWE-319,CWE-326,CWE-327,CWE-329,CWE-330,CWE-331,CWE-335,CWE-338,CWE-79,CWE-80,CWE-81,CWE-83,CWE-87,CWE-22,CWE-23,CWE-35,CWE-36,CWE-73,CWE-98,CWE-641,CWE-352,CWE-200,CWE-201,CWE-203,CWE-209,CWE-211,CWE-212,CWE-213,CWE-215,CWE-532,CWE-548,CWE-285,CWE-639,CWE-425,CWE-639,CWE-362,CWE-367,CWE-119,CWE-120,CWE-121,CWE-122,CWE-125,CWE-190,CWE-191,CWE-416,CWE-476,CWE-787,CWE-824,CWE-77,CWE-78,CWE-502,CWE-918,CWE-601,CWE-16,CWE-2,CWE-1004,CWE-1007,CWE-1076,CWE-1104,CWE-1173,CWE-434,CWE-494,CWE-829,CWE-444,CWE-20,CWE-74,CWE-1059,CWE-1064,CWE-1109,CWE-1191,CWE-489,CWE-530,CWE-749,CWE-780,CWE-927,CWE-939,CWE-940,CWE-941,CWE-942,CWE-943,CWE-400,CWE-405,CWE-406,CWE-407,CWE-412,CWE-413,CWE-414,CWE-415,CWE-770,CWE-771,CWE-772,CWE-773,CWE-774,CWE-775,CWE-776,CWE-789,CWE-835",34,0,1,0,0.00145441,1276.71197,2026-03-08T21:23:34.323145,
d4ce8f6c-2f32-4b14-8f4f-6a331572a458,investigating,openai/gpt-4o,"CWE-89,CWE-79,CWE-20,CWE-200,CWE-22,CWE-352,CWE-502,CWE-287,CWE-798,CWE-306,CWE-94,CWE-78,CWE-601,CWE-312,CWE-327,CWE-918,CWE-434,CWE-611,CWE-400,CWE-384",34,0,1,0,0.00118831,1009.014276,2026-03-08T21:51:57.904420,
7a2ea020-f85e-469e-ad39-34923c684152,investigating,openai/gpt-4o,"CWE-89,CWE-79,CWE-20,CWE-200,CWE-22,CWE-352,CWE-502,CWE-287,CWE-798,CWE-306,CWE-94,CWE-78,CWE-601,CWE-312,CWE-327,CWE-918,CWE-434,CWE-611,CWE-400,CWE-384",34,0,1,0,0.0012145099999999998,1276.198336,2026-03-08T22:20:30.332510,
